"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Starts";"Min";"Gls";"Ast";"PK";"PKatt";"CrdY";"CrdR";"Gls_per_match";"Ast_per_match";"G_A_per_match";"G_PK_per_match";"G_A_PK_per_match";"Matches"
158;Mikhail Kerzhakov\Mikhail-Kerzhakov;ru RUS;GK;Zenit;32;1987;8;8;720;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
159;Anri Khagush\Anri-Khagush;ru RUS;DF;Arsenal Tula;32;1986;3;1;125;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
160;Evgenii Kharin\Evgenii-Kharin;ee EST;MFDF;Akhmat Grozny;24;1995;14;11;1097;1;2;0;0;6;0;0.08;0.16;0.25;0.08;0.25;Matches
161;Khetag Khosonov\Khetag-Khosonov;ru RUS;MF;Tambov;21;1998;7;0;81;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
162;Anton Kilin\Anton-Kilin;ru RUS;DFMF;Tambov;28;1990;17;16;1239;1;2;0;0;3;0;0.07;0.15;0.22;0.07;0.22;Matches
163;Nikolai Kipiani\Nikolai-Kipiani;ru RUS;FW;Rubin Kazan;22;1997;3;0;42;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
164;Danil Klenkin\Danil-Klenkin;ru RUS;MF;Tambov;29;1990;3;0;125;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
165;Andrey Klimovich\Andrey-Klimovich;by BLR;GK;Orenburg;30;1988;11;11;990;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
166;Anton Kochenkov\Anton-Kochenkov;ru RUS;GK;Loko Moscow;32;1987;2;2;180;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
167;Aleksandr Kokorin\Aleksandr-Kokorin;ru RUS;FW;Sochi;28;1991;1;1;90;1;0;0;0;0;0;1.00;0.00;1.00;1.00;1.00;Matches
168;Nikita Koldunov\Nikita-Koldunov;ru RUS;MF;Sochi;19;2000;1;0;28;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
169;Aleksandr Kolomeytsev\Aleksandr-Kolomeytsev;ru RUS;MF;Loko Moscow;30;1989;10;5;493;1;0;0;0;1;0;0.18;0.00;0.18;0.18;0.18;Matches
170;Dmitri Kombarov\Dmitri-Kombarov;ru RUS;DF;Samara;32;1987;14;14;1139;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
171;Kirill Kombarov\Kirill-Kombarov;ru RUS;DFMF;Arsenal Tula;32;1987;16;14;1251;0;3;0;0;1;0;0.00;0.22;0.22;0.00;0.22;Matches
172;Nikolay Komlichenko\Nikolay-Komlichenko;ru RUS;FW;Dynamo Mosc;24;1995;1;0;34;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
173;Mohamed Konaté\Mohamed-Konate;ci CIV;FW;Tambov;21;1997;2;1;88;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
174;Igor Konovalov\Igor-Konovalov;ru RUS;MF;Rubin Kazan;23;1996;19;19;1710;1;1;0;0;6;0;0.05;0.05;0.11;0.05;0.11;Matches
175;Georgi Kostadinov\Georgi-Kostadinov;bg BUL;MF;Arsenal Tula;28;1990;17;16;1412;0;1;0;0;4;0;0.00;0.06;0.06;0.00;0.06;Matches
176;Mikhail Kostyukov\Mikhail-Kostyukov;ru RUS;MFFW;Tambov;27;1991;20;18;1449;4;2;0;1;3;0;0.25;0.12;0.37;0.25;0.37;Matches
177;Andrei Kozlov\Andrei-Kozlov;ru RUS;FW;Ufa;30;1989;12;7;573;1;1;0;0;0;0;0.16;0.16;0.31;0.16;0.31;Matches
178;Savelii Kozlov\Savelii-Kozlov;ru RUS;DF;Orenburg;22;1997;7;4;441;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
179;Alex Král\Alex-Kral;cz CZE;MFDF;Spartak Moscow;21;1998;10;9;825;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
180;Matías Kranevitter\Matias-Kranevitter;ar ARG;MF;Zenit;26;1993;2;0;28;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
181;Stanislav Kritsyuk\Stanislav-Kritsyuk;ru RUS;GK;Krasnodar;28;1990;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
182;Vyacheslav Krotov\Vyacheslav-Krotov;ru RUS;FW;Ufa;26;1993;14;10;842;2;1;0;0;2;0;0.21;0.11;0.32;0.21;0.32;Matches
183;Danil Krugovoy\Danil-Krugovoy;ru RUS;DF;Ufa;21;1998;6;4;398;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
184;Grzegorz Krychowiak\Grzegorz-Krychowiak;pl POL;MF;Loko Moscow;29;1990;18;18;1553;8;1;0;0;7;0;0.46;0.06;0.52;0.46;0.52;Matches
185;Islambek Kuat\Islambek-Kuat;kz KAZ;MF;Orenburg;26;1993;1;1;66;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
186;Michał Kucharczyk\Michal-Kucharczyk;pl POL;MF;Ural;28;1991;9;4;422;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
187;Konstantin Kuchayev\Konstantin-Kuchayev;ru RUS;MF;CSKA Moscow;21;1998;17;12;1105;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
188;Fyodor Kudryashov\Fyodor-Kudryashov;ru RUS;DF;Sochi;32;1987;16;15;1337;1;0;0;0;6;1;0.07;0.00;0.07;0.07;0.07;Matches
189;Denys Kulakov\Denys-Kulakov;ua UKR;DF;Ural;33;1986;20;20;1800;0;4;0;0;2;0;0.00;0.20;0.20;0.00;0.20;Matches
190;Vladislav Kulik\Vladislav-Kulik;ru RUS;MF;Tambov;34;1985;5;2;118;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
191;Daniil Kulikov\Daniil-Kulikov;ru RUS;MF;Loko Moscow;21;1998;3;1;134;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
192;Artyom Kulishev\Artyom-Kulishev;ru RUS;MFFW;Orenburg;25;1993;13;5;533;3;1;1;1;0;0;0.51;0.17;0.68;0.34;0.51;Matches
193;Ilya Kutepov\Ilya-Kutepov;ru RUS;DF;Spartak Moscow;26;1993;10;9;727;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;Matches
194;Daler Kuzyaev\Daler-Kuzyaev;ru RUS;MF;Zenit;26;1993;12;4;395;0;1;0;0;1;0;0.00;0.23;0.23;0.00;0.23;Matches
195;Khvicha Kvaratskhelia\Khvicha-Kvaratskhelia;ge GEO;MF;Rubin Kazan;18;2001;18;5;728;2;1;0;0;3;0;0.25;0.12;0.37;0.25;0.37;Matches
196;Solomon Kvirkvelia\Solomon-Kvirkvelia;ge GEO;DF;Loko Moscow;27;1992;2;1;135;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
197;Dušan Lagator\Dusan-Lagator;me MNE;MFDF;Sochi;25;1994;12;6;683;1;0;0;0;5;0;0.13;0.00;0.13;0.13;0.13;Matches
198;Jordan Larsson\Jordan-Larsson;se SWE;MFFW;Spartak Moscow;22;1997;16;11;973;4;1;0;0;2;0;0.37;0.09;0.46;0.37;0.46;Matches
199;Igor Leshchuk\Igor-Leshchuk;ru RUS;GK;Dynamo Mosc;23;1996;7;6;616;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
200;Daniil Lesovoy\Daniil-Lesovoy;ru RUS;MFFW;Arsenal Tula;21;1998;18;13;1288;2;2;0;0;1;0;0.14;0.14;0.28;0.14;0.28;Matches
201;Mikhail Levashov\Mikhail-Levashov;ru RUS;GK;Arsenal Tula;27;1991;14;14;1260;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
202;Arseny Logashov\Arseny-Logashov;ru RUS;DF;Rostov;27;1991;6;0;123;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
203;Aleksandr Lomovitskiy\Aleksandr-Lomovitskiy;ru RUS;MF;Spartak Moscow;21;1998;1;1;61;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
204;Aleksandr Lomovitskiy\Aleksandr-Lomovitskiy;ru RUS;FWMF;Arsenal Tula;21;1998;16;11;1001;2;0;1;1;6;0;0.18;0.00;0.18;0.09;0.09;Matches
205;Ayrton Lucas\Ayrton-Lucas;br BRA;DFMF;Spartak Moscow;22;1997;18;18;1539;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
206;Andrey Lunyov\Andrey-Lunyov;ru RUS;GK;Zenit;27;1991;12;12;1080;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
207;Yevgeni Lutsenko\Yevgeni-Lutsenko;ru RUS;FW;Arsenal Tula;32;1987;18;15;1300;9;2;0;0;4;0;0.62;0.14;0.76;0.62;0.76;Matches
208;Mikhail Lysov\Mikhail-Lysov;ru RUS;FW;Loko Moscow;21;1998;1;0;27;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
209;Vitali Lystsov\Vitali-Lystsov;ru RUS;MFDF;Samara;24;1995;3;2;153;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
210;Stanislav Magkeev\Stanislav-Magkeev;ru RUS;MFDF;Loko Moscow;20;1999;3;2;225;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
211;Hörður Magnússon\Hordur-Magnusson;is ISL;DF;CSKA Moscow;26;1993;18;18;1620;2;1;0;0;5;0;0.11;0.06;0.17;0.11;0.17;Matches
212;Róbert Mak\Robert-Mak;sk SVK;FWMF;Zenit;28;1991;5;0;54;1;0;0;0;0;0;1.67;0.00;1.67;1.67;1.67;Matches
213;Denis Makarov\Denis-Makarov;ru RUS;MF;Rubin Kazan;21;1998;1;0;1;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
214;Nikita Makarov\Nikita-Makarov;ru RUS;MF;Rubin Kazan;18;2001;3;1;132;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
215;Aleksandr Maksimenko\Aleksandr-Maksimenko;ru RUS;GK;Spartak Moscow;21;1998;19;19;1710;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
216;Malcom\Malcom;br BRA;MF;Zenit;22;1997;3;1;154;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
217;Nikita Malyarov\Nikita-Malyarov;ru RUS;MF;Orenburg;29;1989;3;3;195;1;0;0;0;1;0;0.46;0.00;0.46;0.46;0.46;Matches
218;Andrei Malykh\Andrei-Malykh;ru RUS;DFMF;Orenburg;30;1988;15;15;1299;1;2;0;0;2;0;0.07;0.14;0.21;0.07;0.21;Matches
219;Emanuel Mammana\Emanuel-Mammana;ar ARG;MF;Zenit;23;1996;2;1;32;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
220;Khasan Mamtov\Khasan-Mamtov;ru RUS;FW;Tambov;35;1984;10;2;174;1;0;0;0;1;0;0.52;0.00;0.52;0.52;0.52;Matches
221;Konstantin Maradishvili\Konstantin-Maradishvili;ru RUS;MF;CSKA Moscow;19;2000;3;0;2;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
222;Timofei Margasov\Timofei-Margasov;ru RUS;DF;Sochi;27;1992;7;4;373;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
223;Guilherme Marinato\Guilherme-Marinato;ru RUS;GK;Loko Moscow;33;1985;18;18;1620;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
224;João Mário\Joao-Mario;pt POR;MFFW;Loko Moscow;26;1993;9;8;778;1;2;0;0;1;0;0.12;0.23;0.35;0.12;0.35;Matches
225;Ivan Markelov\Ivan-Markelov;ru RUS;MFFW;Tambov;31;1988;5;3;197;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
226;Yevgeni Markov\Yevgeni-Markov;ru RUS;FW;Rubin Kazan;25;1994;14;9;716;4;0;0;0;3;0;0.50;0.00;0.50;0.50;0.50;Matches
227;Alyaksandr Martynovich\Alyaksandr-Martynovich;by BLR;DF;Krasnodar;31;1987;15;15;1350;1;0;0;0;4;0;0.07;0.00;0.07;0.07;0.07;Matches
228;Ablaye Mbengue\Ablaye-Mbengue;sn SEN;FW;Akhmat Grozny;27;1992;12;5;572;1;1;0;0;2;1;0.16;0.16;0.31;0.16;0.31;Matches
229;Lorenzo Melgarejo\Lorenzo-Melgarejo;py PAR;FWMF;Spartak Moscow;28;1990;11;6;603;1;0;0;0;0;0;0.15;0.00;0.15;0.15;0.15;Matches
230;Georgi Melkadze\Georgi-Melkadze;ru RUS;MFFW;Tambov;22;1997;11;11;936;5;2;0;0;5;0;0.48;0.19;0.67;0.48;0.67;Matches
231;Georgi Melkadze\Georgi-Melkadze;ru RUS;FWMF;Spartak Moscow;22;1997;2;0;34;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
232;Mikhail Merkulov\Mikhail-Merkulov;ru RUS;DF;Ural;25;1994;18;18;1568;0;1;0;0;1;0;0.00;0.06;0.06;0.00;0.06;Matches
233;Miha Mevlja\Miha-Mevlja;si SVN;DF;Sochi;29;1990;10;10;860;1;0;0;0;0;0;0.10;0.00;0.10;0.10;0.10;Matches
234;Konrad Michalak\Konrad-Michalak;pl POL;MF;Akhmat Grozny;21;1997;6;2;230;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
235;Srđan Mijailović\Srdjan-Mijailovic;rs SRB;MF;Samara;25;1993;15;12;1042;1;0;0;0;5;2;0.09;0.00;0.09;0.09;0.09;Matches
236;Beka Mikeltadze\Beka-Mikeltadze;ge GEO;MF;Rubin Kazan;21;1997;11;3;415;1;0;0;0;2;0;0.22;0.00;0.22;0.22;0.22;Matches
237;Ivan Miladinović\Ivan-Miladinovic;rs SRB;DF;Sochi;24;1994;14;14;1204;0;0;0;0;5;0;0.00;0.00;0.00;0.00;0.00;Matches
238;Aleksei Miranchuk\Aleksei-Miranchuk;ru RUS;MFFW;Loko Moscow;23;1995;17;15;1373;5;2;3;3;1;0;0.33;0.13;0.46;0.13;0.26;Matches
239;Anton Miranchuk\Anton-Miranchuk;ru RUS;MFFW;Loko Moscow;23;1995;10;9;749;2;1;0;1;1;0;0.24;0.12;0.36;0.24;0.36;Matches
240;Reziuan Mirzov\Reziuan-Mirzov;ru RUS;MFFW;Spartak Moscow;26;1993;12;4;465;0;1;0;0;2;0;0.00;0.19;0.19;0.00;0.19;Matches
241;Danijel Miškić\Danijel-Miskic;hr CRO;MF;Orenburg;25;1993;18;18;1600;0;2;0;0;4;1;0.00;0.11;0.11;0.00;0.11;Matches
242;Magomed Mitrishev\Magomed-Mitrishev;ru RUS;FW;Akhmat Grozny;26;1992;7;2;139;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
243;Pavel Mogilevets\Pavel-Mogilevets;ru RUS;MF;Rubin Kazan;26;1993;15;14;1216;0;2;0;0;2;0;0.00;0.15;0.15;0.00;0.15;Matches
244;Grigori Morozov\Grigori-Morozov;ru RUS;DFMF;Dynamo Mosc;25;1994;13;10;976;1;0;0;0;1;0;0.09;0.00;0.09;0.09;0.09;Matches
245;Andrei Mostovoy\Andrei-Mostovoy;ru RUS;FWMF;Sochi;21;1997;17;16;1361;3;3;0;0;1;0;0.20;0.20;0.40;0.20;0.40;Matches
246;Magomed Musalov\Magomed-Musalov;ru RUS;DF;Akhmat Grozny;25;1994;9;9;773;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
247;Leon Musayev\Leon-Musayev;ru RUS;MF;Zenit;20;1999;2;0;9;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
248;Olabiran Muyiwa\Olabiran-Muyiwa;ng NGA;FW;Tambov;20;1998;8;0;278;1;0;0;0;2;0;0.32;0.00;0.32;0.32;0.32;Matches
249;Clinton N'Jie\Clinton-NJie;cm CMR;MFFW;Dynamo Mosc;25;1993;14;6;622;1;0;0;0;2;0;0.14;0.00;0.14;0.14;0.14;Matches
250;Kirill Nababkin\Kirill-Nababkin;ru RUS;DF;CSKA Moscow;32;1986;6;2;251;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
251;Elmir Nabiullin\Elmir-Nabiullin;ru RUS;DFMF;Sochi;24;1995;14;9;863;0;0;0;0;4;1;0.00;0.00;0.00;0.00;0.00;Matches
252;Younes Namli\Younes-Namli;dk DEN;FWMF;Krasnodar;25;1994;10;6;436;1;1;0;0;2;1;0.21;0.21;0.41;0.21;0.41;Matches
253;Islamzhan Nasyrov\Islamzhan-Nasyrov;ru RUS;DF;Ural;21;1998;5;1;91;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
254;Ionuț Nedelcearu\Ionut-Nedelcearu;ro ROU;DF;Ufa;23;1996;14;14;1260;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
255;Maksim Nenakhov\Maksim-Nenakhov;ru RUS;DF;Akhmat Grozny;20;1998;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
256;Roman Neustädter\Roman-Neustadter;ru RUS;MF;Dynamo Mosc;31;1988;11;11;954;0;1;0;0;3;0;0.00;0.09;0.09;0.00;0.09;Matches
257;Artur Nigmatullin\Artur-Nigmatullin;ru RUS;GK;Arsenal Tula;28;1991;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
258;Aleksei Nikitin\Aleksei-Nikitin;ru RUS;DF;Ufa;27;1992;3;3;270;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
259;Takuma Nishimura\Takuma-Nishimura;jp JPN;FW;CSKA Moscow;22;1996;5;1;225;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
260;Zoran Nižić\Zoran-Nizic;hr CRO;DF;Akhmat Grozny;29;1989;14;11;1013;0;0;0;0;5;0;0.00;0.00;0.00;0.00;0.00;Matches
261;Christian Noboa\Christian-Noboa;ec ECU;MF;Sochi;34;1985;13;13;1142;2;1;0;0;2;0;0.16;0.08;0.24;0.16;0.24;Matches
262;Mathias Normann\Mathias-Normann;no NOR;MF;Rostov;23;1996;17;17;1526;1;3;0;0;4;0;0.06;0.18;0.24;0.06;0.24;Matches
263;Ivan Novoseltsev\Ivan-Novoseltsev;ru RUS;DFMF;Sochi;27;1991;10;10;879;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
264;Ivan Oblyakov\Ivan-Oblyakov;ru RUS;MF;CSKA Moscow;21;1998;19;19;1678;2;4;0;0;7;0;0.11;0.21;0.32;0.11;0.32;Matches
265;Vladimir Obukhov\Vladimir-Obukhov;ru RUS;FW;Sochi;27;1992;3;1;101;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
266;Vladimir Obukhov\Vladimir-Obukhov;ru RUS;FW;Tambov;27;1992;11;11;967;5;2;1;1;0;0;0.47;0.19;0.65;0.37;0.56;Matches
267;Kristoffer Olsson\Kristoffer-Olsson;se SWE;MF;Krasnodar;24;1995;18;15;1239;1;1;0;0;5;0;0.07;0.07;0.15;0.07;0.15;Matches
268;Ivan Ordets\Ivan-Ordets;ua UKR;DF;Dynamo Mosc;27;1992;8;7;631;1;0;0;0;3;1;0.14;0.00;0.14;0.14;0.14;Matches
269;Viðar Örn Kjartansson\Vidar-Orn-Kjartansson;is ISL;FW;Rubin Kazan;29;1990;16;10;964;1;1;0;0;1;0;0.09;0.09;0.19;0.09;0.19;Matches
270;Maksim Osipenko\Maksim-Osipenko;ru RUS;DF;Rostov;25;1994;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
271;Maksim Osipenko\Maksim-Osipenko;ru RUS;DFMF;Tambov;25;1994;17;17;1520;1;0;0;0;1;0;0.06;0.00;0.06;0.06;0.06;Matches
272;Yordan Osorio\Yordan-Osorio;ve VEN;DF;Zenit;25;1994;2;1;119;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
273;Adessoye Oyewole\Adessoye-Oyewole;ru RUS;DF;Tambov;36;1982;19;19;1703;1;1;0;0;6;0;0.05;0.05;0.11;0.05;0.11;Matches
274;Magomed Ozdoyev\Magomed-Ozdoyev;ru RUS;MF;Zenit;26;1992;18;18;1565;3;2;0;0;8;1;0.17;0.12;0.29;0.17;0.29;Matches
275;Dzyanis Palyakow\Dzyanis-Palyakow;by BLR;DF;Ural;28;1991;15;14;1305;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;Matches
276;Kirill Panchenko\Kirill-Panchenko;ru RUS;MF;Dynamo Mosc;29;1989;13;8;705;2;0;0;1;2;0;0.26;0.00;0.26;0.26;0.26;Matches
277;Kaio Pantaleão\Kaio-Pantaleao;br BRA;MFDF;Krasnodar;23;1995;3;2;204;0;0;0;0;3;1;0.00;0.00;0.00;0.00;0.00;Matches
278;Andrei Panyukov\Andrei-Panyukov;ru RUS;FW;Ural;24;1994;16;12;887;3;0;0;0;1;0;0.30;0.00;0.30;0.30;0.30;Matches
279;Sergei Parshivlyuk\Sergei-Parshivlyuk;ru RUS;DF;Dynamo Mosc;30;1989;15;13;1163;0;1;0;0;2;0;0.00;0.08;0.08;0.00;0.08;Matches
280;Yevgeni Pesegov\Yevgeni-Pesegov;ru RUS;MF;Sochi;30;1989;4;4;304;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
281;Sergei Pesyakov\Sergei-Pesyakov;ru RUS;GK;Rostov;30;1988;8;8;720;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
282;Sergei Petrov\Sergei-Petrov;ru RUS;DF;Krasnodar;28;1991;20;20;1709;2;3;0;0;3;0;0.11;0.16;0.26;0.11;0.26;Matches
283;Maximilian Philipp\Maximilian-Philipp;de GER;MFFW;Dynamo Mosc;25;1994;12;9;792;6;0;3;3;2;0;0.68;0.00;0.68;0.34;0.34;Matches
284;Konstantin Pliyev\Konstantin-Pliyev;ru RUS;DF;Rubin Kazan;22;1996;12;11;990;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;Matches
285;Zaurbek Pliyev\Zaurbek-Pliyev;kz KAZ;DF;Dynamo Mosc;27;1991;10;10;800;0;0;0;0;3;1;0.00;0.00;0.00;0.00;0.00;Matches
286;Vyacheslav Podberyozkin\Vyacheslav-Podberyozkin;ru RUS;MF;Rubin Kazan;27;1992;17;16;1276;0;2;0;0;2;0;0.00;0.14;0.14;0.00;0.14;Matches
287;Pavel Pogrebnyak\Pavel-Pogrebnyak;ru RUS;FW;Ural;35;1983;11;4;405;2;0;0;0;0;0;0.44;0.00;0.44;0.44;0.44;Matches
288;Nikolai Poiarkov\Nikolai-Poiarkov;ru RUS;DF;Rubin Kazan;19;1999;6;6;528;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
289;Dmitry Poloz\Dmitry-Poloz;ru RUS;FW;Sochi;28;1991;18;12;1076;3;2;2;2;0;0;0.25;0.17;0.42;0.08;0.25;Matches
290;Vladimir Poluyakhtov\Vladimir-Poluyakhtov;ru RUS;DF;Samara;30;1989;10;9;885;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
291;Aleksei Pomerko\Aleksei-Pomerko;ru RUS;MF;Sochi;29;1990;10;8;641;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
292;Andrés Ponce\Andres-Ponce;ve VEN;FW;Akhmat Grozny;22;1996;14;9;771;3;0;2;2;2;0;0.35;0.00;0.35;0.12;0.12;Matches
293;Ezequiel Ponce\Ezequiel-Ponce;ar ARG;FWMF;Spartak Moscow;22;1997;17;10;923;3;0;0;0;2;1;0.29;0.00;0.29;0.29;0.29;Matches
294;Ivelin Popov\Ivelin-Popov;bg BUL;MF;Rostov;31;1987;18;18;1462;2;2;0;1;5;0;0.12;0.12;0.25;0.12;0.25;Matches
295;Denis Popović\Denis-Popovic;si SVN;MF;Samara;29;1989;1;1;90;1;0;0;0;1;0;1.00;0.00;1.00;1.00;1.00;Matches
296;Aleksandr Putsko\Aleksandr-Putsko;ru RUS;DF;Ufa;26;1993;16;16;1391;0;1;0;0;4;1;0.00;0.06;0.06;0.00;0.06;Matches
297;Uroš Radaković\Uros-Radakovic;rs SRB;DF;Orenburg;25;1994;11;11;990;1;0;0;0;3;0;0.09;0.00;0.09;0.09;0.09;Matches
298;Dejan Radonjić\Dejan-Radonjic;hr CRO;FW;Samara;29;1990;19;3;542;2;2;0;0;3;0;0.33;0.33;0.66;0.33;0.66;Matches
299;Yaroslav Rakitskiy\Yaroslav-Rakitskiy;ua UKR;DF;Zenit;29;1989;19;19;1710;0;0;0;0;5;0;0.00;0.00;0.00;0.00;0.00;Matches
300;Cristian Ramírez\Cristian-Ramirez;ec ECU;DF;Krasnodar;24;1994;17;15;1385;0;0;0;0;5;0;0.00;0.00;0.00;0.00;0.00;Matches
301;Nikolai Rasskazov\Nikolai-Rasskazov;ru RUS;DFMF;Spartak Moscow;21;1998;11;9;895;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
302;Konstantin Rausch\Konstantin-Rausch;ru RUS;DFMF;Dynamo Mosc;29;1990;13;13;1120;0;2;0;0;2;0;0.00;0.16;0.16;0.00;0.16;Matches
303;Ravanelli\Ravanelli;br BRA;MF;Akhmat Grozny;21;1997;1;1;45;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
304;Artyom Rebrov\Artyom-Rebrov;ru RUS;GK;Spartak Moscow;35;1984;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
305;Emiliano Rigoni\Emiliano-Rigoni;ar ARG;MF;Zenit;26;1993;5;3;200;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
306;Artur Rimovič Jusupov\Artur-Rimovic-Jusupov;ru RUS;MF;Dynamo Mosc;29;1989;16;14;1093;1;0;0;0;6;2;0.08;0.00;0.08;0.08;0.08;Matches
307;Filip Rogić\Filip-Rogic;se SWE;MF;Orenburg;26;1993;9;9;770;1;1;0;0;2;0;0.12;0.12;0.23;0.12;0.23;Matches
308;Odise Roshi\Odise-Roshi;al ALB;MF;Akhmat Grozny;28;1991;19;13;1180;4;0;2;2;6;1;0.31;0.00;0.31;0.15;0.15;Matches
309;Aleksandr Rudenko\Aleksandr-Rudenko;ru RUS;GK;Orenburg;26;1993;3;3;270;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
310;Dmitrii Rybchinskii\Dmitrii-Rybchinskii;ru RUS;MF;Loko Moscow;20;1998;1;0;9;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
311;Maciej Rybus\Maciej-Rybus;pl POL;DF;Loko Moscow;29;1989;12;12;1054;0;3;0;0;4;1;0.00;0.26;0.26;0.00;0.26;Matches
312;Vladimir Rykov\Vladimir-Rykov;ru RUS;DF;Dynamo Mosc;31;1987;13;13;1142;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;Matches
313;Sergey Ryzhikov\Sergey-Ryzhikov;ru RUS;GK;Samara;38;1980;19;19;1710;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
314;Lechii Sadulaev\Lechii-Sadulaev;ru RUS;MF;Akhmat Grozny;19;2000;6;2;210;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
315;Matvei Safonov\Matvei-Safonov;ru RUS;GK;Krasnodar;20;1999;19;19;1710;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
